run,type,max,min,median,mean,stddev
37,firm,138957820.977082,56311881.48377887,81739067.20465738,84851450.38475735,23759465.837237317
38,agent,39024660.50099013,3409570.5618788283,9167606.234406045,12372333.361797053,10241831.068573732
38,firm,187347380.4772551,76446321.44210528,120658099.6395131,125119615.73820297,33398964.980830617
39,agent,48567840.62917228,2826211.598497904,19310588.037764803,20643240.256454647,15037298.192435222
39,firm,207740407.2645537,102963285.62793034,152294560.30700988,155439372.34354538,28668498.8411805
40,agent,27322647.99080928,-4436179.489828231,9424075.977724772,9422116.41875876,9288289.179236185
40,firm,182905984.33550054,96496650.18715605,131840852.67277233,134048066.18124123,28707779.988970984
41,agent,44730143.66287404,2082882.5144620151,18457023.765593678,18085119.370986044,13521198.298262656
41,firm,223480281.3258069,83819134.05735156,159085533.20265806,161901248.92901397,47472855.9757438
42,agent,48218088.01557261,6155840.6052043615,10808345.79079219,19017935.353940494,14946403.415949646
42,firm,186746151.46295342,118953734.27546825,134788232.96415883,142976695.6460595,24034413.43498098
43,agent,27458293.09626623,4364355.517503164,12411095.97769266,12695659.318657076,6975712.727178755
43,firm,138870718.13133857,44341216.42879855,100820135.50461924,93048989.98134291,33393683.973576806
44,agent,21063561.59763359,39771.34465142415,8577942.91600667,9227468.909419926,6636968.359169016
44,firm,122522536.22436091,34124994.36564548,81538271.41016498,85342894.69058008,27630434.68920812
45,agent,65911812.09227744,-75368.80346681821,15226690.168416977,18296077.6484113,19246352.239874944
45,firm,149008948.95146394,73030906.97554122,101940992.82751742,106813344.85158871,25179072.4792658
46,agent,19288676.3280571,-78167.2012904617,10035522.019585282,10198244.437399264,5928723.548260747
46,firm,155687548.17087513,64354663.346482426,104100978.30062541,110525420.86260076,34162047.532551594
47,agent,18837576.107607927,1801440.50213186,7736630.044243809,9627625.026354289,5603537.409925808
47,firm,171081891.37976006,90779555.5044642,121202931.4508475,125300808.37364571,25511320.124493238
48,agent,17766707.582180142,3278607.2696460644,10782182.783932313,10922142.793471394,3874211.912291019
48,firm,134637322.0901872,93362109.20376132,108932691.41045831,111097068.20652859,12560933.525192551
49,agent,40659662.67668395,4552296.9996757405,19156712.796184037,20693071.626929037,13847391.608266568
49,firm,167129451.44271645,77221070.57454298,112446212.77891591,116548633.97307098,27958325.419495232
50,agent,18567114.678908337,1197583.2694719697,7507752.9800462825,8369958.119330771,4612723.806140659
50,firm,155827649.0200232,82819360.67481932,105495011.62453887,108257515.78066921,22666602.845902067
51,agent,42089938.71198667,750060.8540261607,12173408.097468952,15601799.641173888,14466512.375319935
51,firm,212810113.29166532,98426568.50766695,163225379.606377,164061034.55882612,30536977.439907387
